!VNA Reflect/Linear/6 to 22/Path 4
RefreshEachScan=0TraceModes=1,1DoHist=0ActiveGraphs=1 1TraceWidths=1 1TraceColors=0 255 255;;255 200 90EndContextStartContext SweepVersion=BmsaMode=ReflectionFreqMode=0BaseFreq=0SpecialGraph=0RLCSpec=0Wait=0PlaneAdj=0Path=4SGPreset=10Offset=0IsTG=1NormRev=0VideoFilter=WideDUTDirection=0GraphData=14 1Autoscale=0 0S21Jig=Series 50 0S11Bridge=50 50 ReflectMinMaxXAxis=6 22MinMaxY1Axis=1 3MinMaxY2Axis=-20 0IsLinear=1 1 1NumSteps=1600SweepDir=1EndContext
! OSL Calibration Data
!
!01/20/22; 12:11:44
!Linear Sweep; Path 4; S11Jig=Reflect; S11BridgeR0=50; S21Jig=Series; S21JigR0=50
!
!  MHz    A_real   A_imag   B_real   B_imag     C_Real     C_Imag     RefDB     RefDeg
12.31 0.64581281 0.64357675e-1 0.90916787e-1 0.2192791e-1 -0.2632704 0.86285585e-1 -37.9164 6.57
12.32 0.64634343 0.63808792e-1 0.90495061e-1 0.21959946e-1 -0.26316151 0.85768738e-1 -37.92005 6.65
12.33 0.64611479 0.70274224e-1 0.09008880 0.23886614e-1 -0.26379641 0.94160838e-1 -37.92744 5.96
12.34 0.64598085 0.69935638e-1 0.90735379e-1 0.23161892e-1 -0.26328377 0.9309753e-1 -37.92734 6.22
12.35 0.64673878 0.68439117e-1 0.09060840 0.22004196e-1 -0.26265282 0.90443313e-1 -37.92723 6.38
12.36 0.64595563 0.68380112e-1 0.90143413e-1 0.22876764e-1 -0.26390096 0.91256875e-1 -37.91963 6.33
12.37 0.64537641 0.66258332e-1 0.90181184e-1 0.23053956e-1 -0.26444241 0.89312288e-1 -37.92328 6.14
12.38 0.64781832 0.71535846e-1 0.90913381e-1 0.22953979e-1 -0.2612683 0.94489825e-1 -37.96815 6.14
12.39 0.64598919 0.72429016e-1 0.8967796e-1 0.0232424 -0.26433285 0.95671416e-1 -37.93432 5.69
12.4 0.64594125 0.73649226e-1 0.90238097e-1 0.22666243e-1 -0.26382065 0.96315469e-1 -37.93047 6.12
12.41 0.6463733 0.70151587e-1 0.90152919e-1 0.22511076e-1 -0.26347378 0.92662662e-1 -37.92287 5.9
12.42 0.64618419 0.72262693e-1 0.90085688e-1 0.2358313e-1 -0.26373012 0.95845823e-1 -37.93026 5.55
12.43 0.64665622 0.68929451e-1 0.90141039e-1 0.23530389e-1 -0.26320274 0.9245984e-1 -37.93765 5.67
12.44 0.64713738 0.06711110 0.90909858e-1 0.22801245e-1 -0.26195276 0.8991235e-1 -37.91881 6.08
12.45 0.64595902 0.70711223e-1 0.89843023e-1 0.23402355e-1 -0.26419795 0.94113577e-1 -37.93745 5.26
12.46 0.64570248 0.7049883e-1 0.90127628e-1 0.22939743e-1 -0.26416989 0.93438573e-1 -37.9336 5.85
12.47 0.6466116 0.7008777e-1 0.90183786e-1 0.02320560 -0.26320462 0.9329337e-1 -37.926 6.07
12.48 0.64695149 0.70253331e-1 0.90733517e-1 0.22841196e-1 -0.26231499 0.93094527e-1 -37.94089 5.66
12.49 0.64815497 0.70434069e-1 0.9037809e-1 0.22768496e-1 -0.26146694 0.93202564e-1 -37.94828 5.46
12.5 0.64680111 0.71383894e-1 0.90251214e-1 0.23744319e-1 -0.26294767 0.95128212e-1 -37.93318 5.43
12.51 0.64594598 0.06920430 0.90173235e-1 0.23085461e-1 -0.26388079 0.92289767e-1 -37.93683 5.81
12.52 0.6467753 0.72965271e-1 0.90316618e-1 0.23812096e-1 -0.26290808 0.96777366e-1 -37.92923 5.46
12.53 0.64743209 0.74512928e-1 0.90504121e-1 0.23574558e-1 -0.26206379 0.98087486e-1 -37.95911 5.26
12.54 0.64607698 0.74864276e-1 0.90808954e-1 0.24162394e-1 -0.26311407 0.99026671e-1 -37.92528 5.18
12.55 0.64729739 0.6960634e-1 0.90765737e-1 0.22546326e-1 -0.26193687 0.92152666e-1 -37.95141 5.85
12.56 0.64695807 0.70342256e-1 0.89806256e-1 0.23225477e-1 -0.26323568 0.93567733e-1 -37.94381 5.51
12.57 0.64815872 0.67739828e-1 0.90561229e-1 0.22865067e-1 -0.26128005 0.90604895e-1 -37.94746 5.65
12.58 0.6462553 0.73268382e-1 0.89890797e-1 0.02385090 -0.2638539 0.97119287e-1 -37.9436 5.24
12.59 0.6471065 0.72543694e-1 0.90157016e-1 0.24410655e-1 -0.26273648 0.96954349e-1 -37.95475 5
12.6 0.64811389 0.72854545e-1 0.09049930 0.24842714e-1 -0.26138681 0.97697258e-1 -37.95089 5.12
12.61 0.64763993 0.70665258e-1 0.90124974e-1 0.24064638e-1 -0.2622351 0.94729896e-1 -37.95829 5.18
12.62 0.64649384 0.75906944e-1 0.89335982e-1 0.24372536e-1 -0.26417018 0.10027948 -37.93944 4.79
12.63 0.64754168 0.71240863e-1 0.08999350 0.02377730 -0.26246482 0.95018172e-1 -37.96558 5.01
12.64 0.6460201 0.71642185e-1 0.89996918e-1 0.02180580 -0.26398298 0.93447987e-1 -37.93549 4.96
12.65 0.64696921 0.71579854e-1 0.89867154e-1 0.02362650 -0.26316364 0.9520636e-1 -37.94288 5.12
12.66 0.64802794 0.77386198e-1 0.90064055e-1 0.23981025e-1 -0.261908 0.10136722 -37.96527 4.56
12.67 0.64750795 0.06932020 0.89816686e-1 0.23345282e-1 -0.26267536 0.92665486e-1 -37.96142 5.07
12.68 0.64853931 0.69478274e-1 0.9025396e-1 0.23576692e-1 -0.26120673 0.93054966e-1 -37.96132 4.99
12.69 0.6467322 0.72984898e-1 0.90040897e-1 0.24683083e-1 -0.2632269 0.97667981e-1 -37.94622 4.77
12.7 0.64802804 0.72163741e-1 0.9050011e-1 0.23590381e-1 -0.26147185 0.95754121e-1 -37.96486 4.89
12.71 0.64785778 0.7589733e-1 0.90028982e-1 0.23484355e-1 -0.26211324 0.99381685e-1 -37.97225 4.5
12.72 0.64961075 0.71324111e-1 0.90677539e-1 0.23062858e-1 -0.25971172 0.94386969e-1 -37.9684 4.92
12.73 0.64812206 0.7312977e-1 0.90326759e-1 0.23932834e-1 -0.26155118 0.09706260 -37.9683 4.74
12.74 0.6476147 0.78640497e-1 0.90200515e-1 0.25014817e-1 -0.26218479 0.10365531 -37.9607 3.73
12.75 0.64790557 0.78138633e-1 0.90362875e-1 0.25484966e-1 -0.26173156 0.1036236 -37.97184 3.73
12.76 0.64624918 0.70811887e-1 0.90186256e-1 0.23357341e-1 -0.26356456 0.94169228e-1 -37.9455 4.89
12.77 0.64732793 0.71276143e-1 0.90806559e-1 0.02353490 -0.26186551 0.94811049e-1 -37.96039 4.62
12.78 0.64882138 0.07497000 0.90347952e-1 0.24936875e-1 -0.26083067 0.99906879e-1 -37.97903 4.28
12.79 0.64821165 0.70247723e-1 0.90653814e-1 0.24273659e-1 -0.26113454 0.94521382e-1 -37.96393 4.48
12.8 0.64888405 0.77939899e-1 0.90452074e-1 0.24710954e-1 -0.26066388 0.10265085 -38.00131 3.84
12.81 0.64798498 0.70016831e-1 0.90686983e-1 0.23351957e-1 -0.26132804 0.93368788e-1 -37.97122 4.48
12.82 0.64829407 0.68188586e-1 0.90845876e-1 0.23545096e-1 -0.26086006 0.91733682e-1 -37.97112 4.53
12.83 0.64772135 0.73000787e-1 0.90015249e-1 0.24625385e-1 -0.2622634 0.97626172e-1 -37.97476 4.57
12.84 0.64830693 0.75208972e-1 0.90014948e-1 0.24473391e-1 -0.26167812 0.99682363e-1 -37.97091 4
12.85 0.64873616 0.74581652e-1 0.89895166e-1 0.23835271e-1 -0.26136868 0.98416923e-1 -37.9783 4.32
12.86 0.64828774 0.7046013e-1 0.90631625e-1 0.23405183e-1 -0.26108063 0.93865312e-1 -37.9782 4.61
12.87 0.64898423 0.74616521e-1 0.90462976e-1 0.2420564e-1 -0.26055279 0.9882216e-1 -37.98185 4.23
12.88 0.64967354 0.73909738e-1 0.91594078e-1 0.24851231e-1 -0.25873239 0.98760969e-1 -37.978 4.26
12.89 0.64930466 0.07546580 0.90489348e-1 0.24263476e-1 -0.26020599 0.99729281e-1 -37.98539 4.2
12.9 0.64924395 0.7205093e-1 0.90549374e-1 0.02372140 -0.26020667 0.95772333e-1 -37.97779 4.74
12.91 0.6485837 0.76046455e-1 0.09075140 0.24843799e-1 -0.2606649 0.10089025 -37.98518 3.67
12.92 0.64901283 0.74386563e-1 0.90768768e-1 0.25087125e-1 -0.2602184 0.99473688e-1 -37.98883 3.91
12.93 0.64919642 0.73873887e-1 0.91031659e-1 0.23796821e-1 -0.25977192 0.09767070 -37.98123 4.01
12.94 0.64989585 0.69599858e-1 0.90767677e-1 0.23524829e-1 -0.25933647 0.93124687e-1 -38.00361 4.35
12.95 0.64974487 0.7453113e-1 0.09050400 0.24979948e-1 -0.25975112 0.99511077e-1 -37.99227 3.58
12.96 0.64849782 0.07754770 0.89986144e-1 0.25922132e-1 -0.26151603 0.10346984 -37.98092 3.32
12.97 0.64945647 0.77032696e-1 0.91392766e-1 0.24813737e-1 -0.25915077 0.10184643 -38.0108 3.6
12.98 0.6489866 0.76533261e-1 0.91180465e-1 0.23869726e-1 -0.25983293 0.10040299 -37.97697 3.52
12.99 0.64949315 0.68491729e-1 0.90887224e-1 0.2370823e-1 -0.25961962 0.92199959e-1 -37.98436 4.09
13 0.64786305 0.75840376e-1 0.90226771e-1 0.2461556e-1 -0.26191018 0.10045594 -37.97676 3.6
13.01 0.64971003 0.72571784e-1 0.89578731e-1 0.23935533e-1 -0.26071124 0.96507318e-1 -37.99915 3.86
13.02 0.64928477 0.72318293e-1 0.09033740 0.25426728e-1 -0.26037782 0.97745021e-1 -37.99529 3.91
13.03 0.64953905 0.07287720 0.90461927e-1 0.24053152e-1 -0.25999902 0.96930353e-1 -37.99519 3.82
13.04 0.64882878 0.74134983e-1 0.89933468e-1 0.24619885e-1 -0.26123775 0.98754868e-1 -37.99134 3.62
13.05 0.65016516 0.72079875e-1 0.90611519e-1 0.24431899e-1 -0.25922332 0.96511774e-1 -37.99873 3.98
13.06 0.64962217 0.7769566e-1 0.90525773e-1 0.24900958e-1 -0.25985206 0.10259662 -37.99488 3.04
13.07 0.64987852 0.72377446e-1 0.90746638e-1 0.0245533 -0.25937484 0.96930746e-1 -37.99478 3.69
13.08 0.64964239 0.78399126e-1 0.90483327e-1 0.25655379e-1 -0.25987428 0.1040545 -38.00217 3.25
13.09 0.64935246 0.71960284e-1 0.90315524e-1 0.02413240 -0.26033202 0.96092689e-1 -37.99457 3.62
13.1 0.64969225 0.70539926e-1 0.0909817 0.02461690 -0.25932605 0.95156827e-1 -38.00571 3.39
13.11 0.64983992 0.76166673e-1 0.9060309e-1 0.24463555e-1 -0.25955699 0.10063023 -38.00186 3.3
13.12 0.64987895 0.79382688e-1 0.90264458e-1 0.25831776e-1 -0.25985659 0.10521446 -37.99426 2.93
13.13 0.64988075 0.0745531 0.90640565e-1 0.24168416e-1 -0.25947868 0.98721516e-1 -38.02415 3.37
13.14 0.65038649 0.76924616e-1 0.8989885e-1 0.24441826e-1 -0.25971466 0.10136644 -38.00905 3
13.15 0.64941318 0.75425893e-1 0.91186025e-1 0.02448440 -0.25940079 0.99910295e-1 -38.0052 3.26
13.16 0.65045209 0.72516265e-1 0.90520727e-1 0.24458268e-1 -0.25902718 0.96974533e-1 -38.00884 3.35
13.17 0.65110722 0.72602985e-1 0.89897965e-1 0.25201472e-1 -0.25899481 0.97804457e-1 -38.04247 2.94
13.18 0.65050989 0.76990755e-1 0.90118922e-1 0.25009128e-1 -0.25937118 0.10199988 -38.02738 2.86
13.19 0.65069284 0.74839946e-1 0.91100197e-1 0.23695869e-1 -0.25820696 0.98535816e-1 -38.00854 3.2
13.2 0.65128558 0.73213721e-1 0.90960392e-1 0.24696345e-1 -0.25775402 0.97910066e-1 -38.03092 3.11
13.21 0.65178744 0.73575144e-1 0.90912811e-1 0.24870931e-1 -0.25729975 0.98446074e-1 -38.01583 3.05
13.22 0.64933254 0.82466165e-1 0.90082072e-1 0.25881671e-1 -0.26058539 0.10834784 -38.01572 2.43
13.23 0.65007813 0.69770674e-1 0.09108940 0.24373257e-1 -0.25883247 0.94143931e-1 -38.00812 3.38
13.24 0.65083392 0.74730741e-1 0.90632947e-1 0.25424575e-1 -0.25853314 0.10015532 -38.01552 2.81
13.25 0.65023337 0.77364619e-1 0.09043 0.24484567e-1 -0.25933663 0.10184919 -38.01167 2.75
13.26 0.65122653 0.76601543e-1 0.90352524e-1 0.26113086e-1 -0.25842094 0.10271463 -38.01906 2.66
13.27 0.65162729 0.77675836e-1 0.90368714e-1 0.25316428e-1 -0.258004 0.10299226 -38.0302 2.59
13.28 0.65079623 0.74930494e-1 0.90695497e-1 0.24896571e-1 -0.25850828 0.99827064e-1 -38.03385 2.62
13.29 0.65076215 0.75506251e-1 0.90291888e-1 0.24531763e-1 -0.25894597 0.10003801 -38.02625 2.53
13.3 0.64924695 0.77679497e-1 0.90395175e-1 0.2522178e-1 -0.26035787 0.10290128 -38.0224 2.33
13.31 0.65128623 0.75987472e-1 0.90141964e-1 0.25524598e-1 -0.2585718 0.10151207 -38.02229 2.66
13.32 0.65023356 0.73036412e-1 0.90497917e-1 0.24231916e-1 -0.25926853 0.97268327e-1 -38.01094 2.61
13.33 0.6515619 0.78654647e-1 0.09104810 0.25901379e-1 -0.25738999 0.10455603 -38.02583 2.71
13.34 0.65156353 0.78322253e-1 0.90653374e-1 0.25652319e-1 -0.25778309 0.10397457 -38.04447 2.43
13.35 0.65247766 0.78474582e-1 0.90578313e-1 0.02486440 -0.25694403 0.10333898 -38.05187 2.43
13.36 0.65200214 0.77223159e-1 0.91072683e-1 0.24436928e-1 -0.25692518 0.10166009 -38.03677 2.49
13.37 0.6514993 0.83350068e-1 0.9048796e-1 0.26083793e-1 -0.25801274 0.10943386 -38.05166 1.66
13.38 0.65231227 0.80042788e-1 0.91122147e-1 0.25184794e-1 -0.25656559 0.10522758 -38.04406 2.26
13.39 0.65036101 0.76858858e-1 0.89945832e-1 0.0260636 -0.25969316 0.10292246 -38.04771 1.8
13.4 0.65208711 0.07482650 0.90407841e-1 0.2532739e-1 -0.25750505 0.10015389 -38.04011 2.72
13.41 0.65122794 0.72628889e-1 0.90253076e-1 0.2497851e-1 -0.25851898 0.97607399e-1 -38.03251 2.67
13.42 0.65077044 0.7973839e-1 0.90625515e-1 0.25149714e-1 -0.25860405 0.1048881 -38.03615 1.99
13.43 0.65148615 0.08425670 0.90948192e-1 0.26250847e-1 -0.25756566 0.11050755 -38.0398 1.33
13.44 0.651428 0.77491193e-1 0.90119191e-1 0.2604565e-1 -0.25845281 0.10353684 -38.03969 2.2
13.45 0.65097335 0.78334184e-1 0.90431248e-1 0.25691776e-1 -0.2585954 0.10402596 -38.03584 2.21
13.46 0.6517102 0.81367415e-1 0.90279354e-1 0.26365326e-1 -0.25801044 0.10773274 -38.03199 1.68
13.47 0.65192536 0.8116679e-1 0.9040107e-1 0.26383749e-1 -0.25767357 0.10755054 -38.05813 1.93
13.48 0.65210954 0.79734068e-1 0.90724893e-1 0.24479455e-1 -0.25716557 0.10421352 -38.03928 2.07
13.49 0.65050424 0.76556336e-1 0.90925761e-1 0.25130516e-1 -0.25856999 0.10168685 -38.02793 2.14
13.5 0.65192264 0.76261051e-1 0.90608144e-1 0.25213035e-1 -0.25746922 0.10147409 -38.05407 2.21
13.51 0.65255625 0.79062761e-1 0.90782155e-1 0.25193184e-1 -0.2566616 0.10425594 -38.06146 1.83
13.52 0.65279254 0.77281031e-1 0.90497471e-1 0.26343338e-1 -0.25670999 0.10362437 -38.05761 1.89
13.53 0.65306793 0.75374014e-1 0.90780913e-1 0.25500269e-1 -0.25615116 0.10087428 -38.05751 1.54
13.54 0.6527945 0.82731095e-1 0.90678837e-1 0.26155957e-1 -0.25652666 0.10888705 -38.0649 1.59
13.55 0.6527892 0.76441661e-1 0.91029333e-1 0.25518633e-1 -0.25618147 0.10196029 -38.04606 1.91
13.56 0.65196916 0.79988415e-1 0.90760591e-1 0.24812263e-1 -0.25727025 0.10480068 -38.04595 1.67
13.57 0.65296598 0.08489870 0.90936573e-1 0.26144362e-1 -0.25609744 0.11104307 -38.06834 1.25
13.58 0.65247479 0.82396673e-1 0.90854773e-1 0.25538125e-1 -0.25667044 0.1079348 -38.06449 1.58
13.59 0.65279044 0.75939779e-1 0.09168100 0.24531554e-1 -0.25552855 0.10047133 -38.06439 2.17
13.6 0.65280447 0.79146013e-1 0.90875029e-1 0.25766441e-1 -0.2563205 0.10491245 -38.07553 1.03
13.61 0.65343465 0.82557834e-1 0.90557114e-1 0.26137968e-1 -0.25600824 0.1086958 -38.07168 1.02
13.62 0.65332251 0.74794955e-1 0.90626087e-1 0.24996621e-1 -0.25605141 0.99791576e-1 -38.06782 1.39
13.63 0.65126198 0.7957287e-1 0.90573535e-1 0.25186373e-1 -0.25816449 0.10475924 -38.05648 1.58
13.64 0.65193281 0.81462591e-1 0.90617677e-1 0.2577893e-1 -0.25744951 0.10724152 -38.06762 1.64
13.65 0.65393174 0.84844197e-1 0.09171860 0.26092121e-1 -0.25434966 0.11093632 -38.09375 0.8
13.66 0.65319744 0.7591214e-1 0.9050843e-1 0.02450580 -0.25629413 0.10041794 -38.05992 1.78
13.67 0.65377014 0.82159686e-1 0.91446583e-1 0.25997486e-1 -0.25478328 0.10815717 -38.0823 1.09
13.68 0.65358892 0.80817513e-1 0.9023814e-1 0.26507195e-1 -0.25617294 0.10732471 -38.0747 0.91
13.69 0.6536541 0.77101298e-1 0.09064790 0.25821735e-1 -0.255698 0.10292303 -38.07835 1.28
13.7 0.65310327 0.83020513e-1 0.9111127e-1 0.24293925e-1 -0.25578546 0.10731444 -38.07075 1.08
13.71 0.65258963 0.76990449e-1 0.91069515e-1 0.25375672e-1 -0.25634085 0.10236612 -38.0669 1.43
13.72 0.65253367 0.83523549e-1 0.90092075e-1 0.26140068e-1 -0.25737425 0.10966362 -38.06679 0.75
13.73 0.65172818 0.78538297e-1 0.90790944e-1 0.25161493e-1 -0.25748087 0.10369979 -38.0517 0.94
13.74 0.65327352 0.77213728e-1 0.91214052e-1 0.02485070 -0.25551243 0.10206443 -38.06284 1.54
13.75 0.65395741 0.80650051e-1 0.09079430 0.26343818e-1 -0.25524829 0.10699387 -38.08523 0.64
13.76 0.65446767 0.7562241e-1 0.90897585e-1 0.25687157e-1 -0.25463474 0.10130957 -38.09262 1.45
13.77 0.65323123 0.80053953e-1 0.90802387e-1 0.02557470 -0.25596639 0.10562866 -38.08127 0.78
13.78 0.65354476 0.83778328e-1 0.90520634e-1 0.26264414e-1 -0.25593461 0.11004274 -38.08492 0.48
13.79 0.65276331 0.77889987e-1 0.9036152e-1 0.25042484e-1 -0.25687517 0.10293247 -38.07357 0.75
13.8 0.65384203 0.82665555e-1 0.90738976e-1 0.26241936e-1 -0.255419 0.10890749 -38.08846 0.48
13.81 0.65445505 0.81485939e-1 0.90548763e-1 0.25725163e-1 -0.25499619 0.1072111 -38.08836 0.48
13.82 0.65394876 0.81842828e-1 0.09040800 0.26505677e-1 -0.25564324 0.10834851 -38.08451 0.41
13.83 0.65475744 0.80858615e-1 0.90455319e-1 0.25459916e-1 -0.25478724 0.10631853 -38.0994 0.75
13.84 0.65464046 0.07725060 0.9068148e-1 0.25404048e-1 -0.25467806 0.10265465 -38.09554 0.76
13.85 0.65329731 0.87453862e-1 0.90469623e-1 0.27297161e-1 -0.25623307 0.11475102 -38.0767 -0.22
13.86 0.65449082 0.80512385e-1 0.09153380 0.25384571e-1 -0.25397537 0.10589696 -38.09534 0.59
13.87 0.65301279 0.82320264e-1 0.90657987e-1 0.02666490 -0.25632923 0.10898517 -38.08399 0.19
13.88 0.65414807 0.75960831e-1 0.90629848e-1 0.25287258e-1 -0.25522208 0.10124809 -38.09138 0.89
13.89 0.65430338 0.79997951e-1 0.90741414e-1 0.26379993e-1 -0.2549552 0.10637794 -38.09503 0.21
13.9 0.65381512 0.82786499e-1 0.9081465e-1 0.25680837e-1 -0.25537023 0.10846734 -38.07993 0.32
13.91 0.65444081 0.90518577e-1 0.09027960 0.27222637e-1 -0.25527958 0.11774121 -38.08733 -0.22
13.92 0.65505252 0.78639491e-1 0.91337591e-1 0.25932044e-1 -0.25360989 0.10457154 -38.09847 0.55
13.93 0.65635668 0.84978339e-1 0.90578339e-1 0.27502536e-1 -0.25306498 0.11248088 -38.12835 -0.37
13.94 0.65522473 0.84149697e-1 0.91623527e-1 0.2715752e-1 -0.25315175 0.11130722 -38.09826 -0.16
13.95 0.65415233 0.77011922e-1 0.91120818e-1 0.2564723e-1 -0.25472686 0.10265915 -38.09816 0.63
13.96 0.65481252 0.86240348e-1 0.90627861e-1 0.27759614e-1 -0.25455962 0.11399996 -38.1093 -0.07
13.97 0.65540061 0.84713495e-1 0.9121296e-1 0.2562163e-1 -0.25338643 0.11033513 -38.11295 -0.02
13.98 0.65442079 0.84668299e-1 0.90397274e-1 0.27395872e-1 -0.25518194 0.11206417 -38.0941 -0.23
13.99 0.65502338 0.83417036e-1 0.0912512 0.26234818e-1 -0.25372542 0.10965185 -38.1015 -0.15
14 0.65512378 0.83854483e-1 0.9116524e-1 0.26089561e-1 -0.25371098 0.10994404 -38.11264 -0.22
14.01 0.65576582 0.08682330 0.90877438e-1 0.26350745e-1 -0.25335675 0.11317405 -38.11253 -0.59
14.02 0.65645447 0.85249626e-1 0.91073361e-1 0.26700747e-1 -0.25247217 0.11195037 -38.12367 -0.22
14.03 0.65561881 0.8847682e-1 0.90691579e-1 0.27969694e-1 -0.25368961 0.11644651 -38.10483 -0.36
14.04 0.65433407 0.8547549e-1 0.90596427e-1 0.26149315e-1 -0.25506951 0.11162481 -38.10098 -0.3
14.05 0.65553311 0.89464997e-1 0.90362553e-1 0.27230445e-1 -0.25410434 0.11669544 -38.12711 -0.9
14.06 0.65450138 0.82287572e-1 0.9065629e-1 0.2623517e-1 -0.25484233 0.10852274 -38.10452 -0.14
14.07 0.65638969 0.88863653e-1 0.91116428e-1 0.27561737e-1 -0.25249388 0.11642539 -38.13815 -0.59
14.08 0.65439562 0.87546389e-1 0.9024161e-1 0.27348696e-1 -0.25536277 0.11489508 -38.10806 -0.62
14.09 0.65578759 0.90079285e-1 0.90496339e-1 0.27771166e-1 -0.25371607 0.11785045 -38.11921 -0.7
14.1 0.65557289 0.86386341e-1 0.09099660 0.27248364e-1 -0.2534305 0.1136347 -38.12285 -0.38
14.11 0.65552888 0.83425261e-1 0.91226133e-1 0.28186871e-1 -0.25324499 0.11161213 -38.13024 -0.57
14.12 0.65618175 0.83253254e-1 0.91177329e-1 0.26196352e-1 -0.25264092 0.10944961 -38.13389 -0.4
14.13 0.65592814 0.07960740 0.90911879e-1 0.26670635e-1 -0.25315998 0.10627804 -38.13753 -0.67
14.14 0.65685941 0.84613166e-1 0.91906839e-1 0.25730029e-1 -0.25123375 0.1103432 -38.14868 -0.6
14.15 0.65627942 0.8163205e-1 0.91094018e-1 0.26775879e-1 -0.25262656 0.10840793 -38.11859 -0.4
14.16 0.65526527 0.86199427e-1 0.09087500 0.26212541e-1 -0.25385973 0.11241197 -38.11099 -0.52
14.17 0.65703163 0.77351851e-1 0.91540765e-1 0.25817166e-1 -0.25142761 0.10316902 -38.13337 -0.17
14.18 0.65612158 0.80426746e-1 0.91038916e-1 0.26673394e-1 -0.25283951 0.10710014 -38.12578 -0.59
14.19 0.65552707 0.86631096e-1 0.90553875e-1 0.26874862e-1 -0.25391905 0.11350596 -38.12567 -0.9
14.2 0.65628114 0.81167174e-1 0.90956583e-1 0.25327098e-1 -0.25276228 0.10649427 -38.11807 -0.47
14.21 0.65676997 0.87134581e-1 0.91455356e-1 0.2757717e-1 -0.25177467 0.11471175 -38.13296 -1.19
14.22 0.655396 0.87780482e-1 0.90698587e-1 0.27245393e-1 -0.25390541 0.11502588 -38.12536 -1.06
14.23 0.656165 0.80998288e-1 0.90893386e-1 0.26149122e-1 -0.25294162 0.10714741 -38.12901 -0.57
14.24 0.65587226 0.80291066e-1 0.91036918e-1 0.25795177e-1 -0.25309082 0.10608624 -38.12891 -0.34
14.25 0.65692648 0.85323895e-1 0.91729599e-1 0.2738065e-1 -0.25134392 0.11270454 -38.14379 -1.1
14.26 0.65848297 0.88830114e-1 0.91441842e-1 0.26756791e-1 -0.25007518 0.11558691 -38.15494 -0.91
14.27 0.6558623 0.87526927e-1 0.90790015e-1 0.26359755e-1 -0.25334768 0.11388668 -38.13234 -1.07
14.28 0.65774055 0.84331991e-1 0.91493414e-1 0.25683182e-1 -0.25076603 0.11001517 -38.14723 -0.85
14.29 0.65632284 0.85870663e-1 0.90495816e-1 0.26205848e-1 -0.25318135 0.11207651 -38.13963 -1.28
14.3 0.65770886 0.93957945e-1 0.91034954e-1 0.28110396e-1 -0.25125618 0.12206834 -38.16577 -1.67
14.31 0.65822555 0.8716285e-1 0.90784353e-1 0.27668956e-1 -0.25099009 0.11483181 -38.16941 -1.36
14.32 0.65661995 0.08925440 0.90355278e-1 0.27814176e-1 -0.25302477 0.11706858 -38.15057 -1.85
14.33 0.65705411 0.87752141e-1 0.09033550 0.28153673e-1 -0.25261039 0.11590581 -38.15796 -1.73
14.34 0.657191 0.85783655e-1 0.90760381e-1 0.27039597e-1 -0.25204861 0.11282325 -38.15036 -1.67
14.35 0.65705961 0.87251285e-1 0.90427681e-1 0.0275775 -0.25251271 0.11482878 -38.14276 -1.3
14.36 0.65660535 0.82995789e-1 0.0907824 0.26822047e-1 -0.25261225 0.10981784 -38.15765 -0.95
14.37 0.65786257 0.86367092e-1 0.91046126e-1 0.2621027e-1 -0.25109131 0.11257736 -38.18004 -1.12
14.38 0.65737275 0.83253783e-1 0.90789566e-1 0.27791813e-1 -0.25183768 0.1110456 -38.16494 -1.57
14.39 0.65750888 0.89399035e-1 0.90394257e-1 0.28102762e-1 -0.25209687 0.1175018 -38.16859 -2.29
14.4 0.65781908 0.08418140 0.91300491e-1 0.27235211e-1 -0.25088043 0.11141662 -38.16099 -1.59
14.41 0.65709558 0.87936961e-1 0.91125253e-1 0.02739090 -0.25177917 0.11532786 -38.15339 -1.91
14.42 0.65606566 0.8427232e-1 0.90714141e-1 0.27336395e-1 -0.2532202 0.11160871 -38.14954 -1.65
14.43 0.65752009 0.87598777e-1 0.91108645e-1 0.26435024e-1 -0.25137127 0.1140338 -38.15693 -1.64
14.44 0.65847899 0.80702868e-1 0.91239544e-1 0.27581598e-1 -0.25028146 0.10828447 -38.16433 -1.58
14.45 0.65715353 0.80919819e-1 0.91527344e-1 0.26903249e-1 -0.25131913 0.10782307 -38.14548 -0.97
14.46 0.65857438 0.87958036e-1 0.90833942e-1 0.27926816e-1 -0.25059168 0.11588485 -38.17911 -2.09
14.47 0.65753685 0.88353957e-1 0.90640824e-1 0.28683332e-1 -0.25182232 0.11703729 -38.16402 -1.99
14.48 0.65692046 0.80145472e-1 0.91444014e-1 0.26307532e-1 -0.25163552 0.106453 -38.15642 -1.13
14.49 0.65854407 0.86559214e-1 0.9107808e-1 0.26099017e-1 -0.25037785 0.11265823 -38.17506 -1.74
14.5 0.65722806 0.86606078e-1 0.90961138e-1 0.27082123e-1 -0.2518108 0.1136882 -38.16371 -1.8
14.51 0.65886483 0.84888098e-1 0.91437732e-1 0.27206648e-1 -0.24969743 0.11209475 -38.16735 -1.65
14.52 0.65899716 0.87873186e-1 0.91443393e-1 0.2818408e-1 -0.24955944 0.11605727 -38.19349 -2.32
14.53 0.65836673 0.82245118e-1 0.90970157e-1 0.02632600 -0.25066311 0.10857112 -38.17464 -1.86
14.54 0.65865519 0.85086981e-1 0.09119180 0.27880133e-1 -0.250153 0.11296711 -38.17454 -2.02
